message,label
剩下有運動的大部分都是 來約砲的,正常-normal
哈哈哈哈哈 對我是 社交牛逼症,正常-normal
難怪你感覺逼得很緊,正常-normal
趕緊來給寶按按摩,正常-normal
而且喜歡一起洗澡崔頭髮的感覺,正常-normal
我不會去嫖,正常-normal
每天就下班回家吃飯 然後洗澡睡覺,正常-normal
雖然住一起但是 早上他上他的班我上我的班晚上各自下班洗澡休息,正常-normal
我要也洗澡昏倒了,正常-normal
是昨天沒洗澡嗎,正常-normal
洗澡時手還是要包，記住。,正常-normal
手沖很方便啊,正常-normal
"昨天洗澡洗到昏倒

怎麼會？",正常-normal
那可以準備去洗澡了,正常-normal
等一下去洗澡就可以躺平睡覺了,正常-normal
我也是不太能接受處男,正常-normal
妳先去洗澡唄,正常-normal
我是有點..但聊色 我倒是沒過 怕你覺得噁心哈哈哈,正常-normal
有人明天會睡過頭嗎,正常-normal
到底誰會跟女生說自己喜歡的女優啦,正常-normal
我在講幹話�,正常-normal
我上班睡過頭,正常-normal
很多人搶著包養,正常-normal
那我要五年不洗澡,正常-normal
配上你的聲音不得了,正常-normal
連可可愛愛都不行,正常-normal
胖的時候有胸器，現在....只想哭,正常-normal
還沒洗澡ㄇ,正常-normal
我高中還讀男校 大學男女比9:1 左右為男,正常-normal
哈哈哈哈我沒有跟網友抱抱睡過,正常-normal
欸幹你可以跟他說你帥我才要,正常-normal
我偶爾也是可以講幹話啦,正常-normal
躺著才不會色誘啦�����,正常-normal
因為胸部跟蛋糕一樣 口感軟軟彈彈的 又會讓人覺得開心,正常-normal
我則是逼自己睡，至少一兩個小時也是休息,正常-normal
我昨天健身完趕著去按摩只聽聲音沒聽內容啦�,正常-normal
這邊剩下我這種社交悍匪會講幹話而已啦,正常-normal
該換洗澡了,正常-normal
我去洗澡順便想個自介,正常-normal
太短會不會太色情,正常-normal
約炮我會嗆他,正常-normal
"你喜歡吃豆類製品嗎
豆腐 /豆乾

豆乾可以 豆腐火鍋的不怎喜歡會先把他吃掉
炸臭豆腐可以",正常-normal
都是要約砲的,正常-normal
但是你說不打炮啊,正常-normal
你不是都提前說不打炮嗎,正常-normal
我理想的朋友關係就是打電話第一句可以講幹話 然後可以有不錯的互動這樣,正常-normal
就當有人當我副駕陪聊,正常-normal
洗澡後的樣子不行啊！ 什麼都不行❌,正常-normal
我都不敢洗澡,正常-normal
一定是睡過頭,正常-normal
剛要洗澡,正常-normal
帶去散步 會戴套嘴巴那種嗎,正常-normal
晚上你有行程嗎,正常-normal
對超口愛�,正常-normal
你還沒洗澡哈哈哈,正常-normal
有打算繼續聽我講幹話嗎�,正常-normal
每個禮拜都送去給人洗澡的,正常-normal
我的目標其實是下圍小，有胸器,正常-normal
你們睡過頭會有關係嗎,正常-normal
"沒錯！！沒洗澡不能躺床啊
你該不會沒洗澡就躺床吧��",正常-normal
專業一點叫社交牛逼嗎哈哈,正常-normal
差妳的按摩了�,正常-normal
"也不是逼自己吧
我也是把時間花在我有興趣想學的東西上",正常-normal
結婚 妳不是一樣會見網友（表示妳沒有很性福�,正常-normal
但我等一下要去洗澡 我才剛到家�,正常-normal
不要聊色太晚啊,正常-normal
我要先來去洗澡了,正常-normal
幹話不用喝酒就很多了,正常-normal
不了 不要逼我 換我跪,正常-normal
剛在洗澡要睡了,正常-normal
全身按摩哈哈,正常-normal
牛逼⋯,正常-normal
這幾天一直在練習關於按摩技巧，希望朝著目標邁進！現在的天氣略稍涼意了，很喜歡這樣舒服的天氣 ！,正常-normal
哈哈哈有試過喔怎麼知道按摩有不純�,正常-normal
需要腳底按摩,正常-normal
要卸妝啊，洗頭啊，洗澡啊,正常-normal
"第一：他才恐怖了 説嚇人的是他
第二：他才是咧 醜的氣場嚇跑人家
第三：不會有啊，哈哈哈�因為我有外套蓋，只是很冷
第五：因為那姐姐結婚了呀，有孩子，願意讓我洗澡就很謝謝了
第六：哥哥有在書本裡嗎！讀書讀到想哥哥
第七：關於哥哥的事 對朋友的",正常-normal
等等是正常的按摩ㄇ,正常-normal
我先洗澡啦,正常-normal
做愛心公益,正常-normal
我們員工旅遊其實也都可以講幹話 因為大家工作跟出來玩其實都不一樣 只是就是有些人不太喜歡�,正常-normal
會覺得好像在逼妳要做出選擇,正常-normal
反正好男生壞男生 喜歡你跟只想跟你打砲很明顯,正常-normal
妳是專業按摩？？,正常-normal
笑死那你還不他媽好好聊天在那說幹話,正常-normal
然後晚上再找一個正職陪睡的,正常-normal
畢竟他一直都跟幫他生私生子的女生是砲友關係,正常-normal
幹話啦,正常-normal
你怎麼不睡你朋友家就好這樣很危險欸,正常-normal
做腳底按摩,正常-normal
跟詐騙聊天可以練習講幹話,正常-normal
"第一：哈哈�企鵝式鞠躬，感覺很可愛
第二：這太可愛了
第三：嘿
第四：那一定是你太可愛，客人害羞，快走忘記了
第五：先去找我姐姐借洗澡，洗完離開去麥當勞睡
第六：怎麼啦！想哥哥了啊 沒事給你叫
第七：好�很棒",正常-normal
我是吃美食、溜冰、逛街、按摩spa,正常-normal
妳目前是離婚還是已婚呀,正常-normal
你怕她愛上你哦,正常-normal
按摩是真的,正常-normal
洗澡洗這麽快喔,正常-normal
不過澎湖的晚上你也都一樣在家嗎,正常-normal
睡過去一點,正常-normal
蓋棉被很舒服很有安全感�,正常-normal
她有她自己的房間，吃完飯就會待在自己的房間，然後看書、洗澡、睡覺,正常-normal
我沒有要約砲就好了啊,正常-normal
我沒有要跟你當砲友..,正常-normal
等妳調教,正常-normal
你的鼻子可以試著用按摩法修修看,正常-normal
你再這樣不乖乖回就逼你喔,正常-normal
按摩 吃火鍋,正常-normal
出來再好好回家洗澡�享受熱水澡,正常-normal
我要來洗澡,正常-normal
想打砲的人 就是有目的性 根本不是隨緣,正常-normal
我先洗澡～,正常-normal
"妳好….
我不知道 是不是 還有這個顏面跟妳聊….

我相信很多時候 是緣份

不諱言 我已婚
怕給妳製造麻煩

而我跟老婆確實 談過
餘生有限 網上聊聊 有何不可….
我也鼓勵她 去聊聊
別把生活侷限住

所以 她知道我有下載這軟件…

但 我並不會在她面前
聊 或者是說

因此….若美女 不嫌棄
可否讓我有這榮幸 和你繼續聊….",正常-normal
所以回家只剩下吃飯洗澡睡覺的功能了,正常-normal
昨天有人騙我色色還敢說,正常-normal
反正不漏牙齒的笑很猥褻,正常-normal
說他在他固定性伴侶,正常-normal
剛就有遇到想約炮,正常-normal
可以找你按摩嗎,正常-normal
有用按摩棒嗎,正常-normal
那你知道悄咪咪吧,正常-normal
還不去洗澡嗎,正常-normal
因為我洗澡ㄌ,正常-normal
不帶上你？,正常-normal
我也很怕癢 按摩的時候,正常-normal
等等要準備去洗澡,正常-normal
你是已婚嗎還是,正常-normal
這樣聽來他應該真的蠻多砲友的,正常-normal
我不會色色,正常-normal
因為醫生說他心肌梗塞拖太久了，器官很多都壞掉了,正常-normal
想說找個講幹話的人之類,正常-normal
哈哈 我之前夜班的時候 太累有睡過24小時的,正常-normal
去飯店也可以按摩啊,正常-normal
沒人逼你,正常-normal
(◐‿◑)﻿我好像沒說過別人雞掰,正常-normal
我也不一夜情,正常-normal
幹你又知道^^,正常-normal
等等要洗澡(´･ω･`),正常-normal
累了，等一下洗澡睡覺,正常-normal
配上你會更完美,正常-normal
我剛睡過了,正常-normal
直接長睡過去嗎哈哈哈哈,正常-normal
一夜情感覺就不好玩,正常-normal
可是我沒帶衣服欸 怎麼睡妳家門口,正常-normal
昨天洗澡30分鐘20分鐘都在罩鏡子,正常-normal
我應該要來去洗澡 可是好懶喔,正常-normal
你洗澡了嗎哈哈,正常-normal
但我等等還要洗澡餒�,正常-normal
那閨蜜是洗澡吃飯沒,正常-normal
我想上廁所但家人在洗澡,正常-normal
你洗澡還跟我聊天,正常-normal
我今天有去吃broccoli beer蠻好吃的,正常-normal
前女友會不會洗澡我都不知道了,正常-normal
我都會帶按摩油,正常-normal
幹你還活著,正常-normal
"視訊 
聊電話而已

是喔，不敢見面嗎？還是？
怕對方愛上你嗎��",正常-normal
今天又睡過頭了,正常-normal
可能是要我遇上妳，才一直都找不到緣分,正常-normal
然後就互相幹話哈哈,正常-normal
"你喜歡吃豆類製品嗎
豆腐 /豆乾

豆乾可以 豆腐火鍋的不怎喜歡會先把他吃掉
炸臭豆腐可以

我跟姪子都愛吃豆乾，我媽都會做豆乾炒肉絲 瞬間秒吃完


沒吃過 是炒飯嗎",正常-normal
都是被人按摩,正常-normal
想說可以平日你在學校的時候去學校找你吃飯�,正常-normal
專業護理師按摩,正常-normal
才是妳要幫我按摩,正常-normal
這個禮拜來台中出差,正常-normal
你發洗澡卡欸,正常-normal
不愛按摩,正常-normal
喜歡你的幹話,正常-normal
我要去洗澡�,正常-normal
你游泳那張感覺有胸肌欸,正常-normal
跟陌生人去按摩 很奇怪誒,正常-normal
快速洗澡,正常-normal
怎麼覺得你來Omi 約砲的⋯,正常-normal
超級累要回去洗澡了,正常-normal
但我基本上都是跟他們幹話,正常-normal
我也來去洗澡,正常-normal
我有一個朋友也是在這麼認識一個已婚男子 最後那個男生也愛上我朋友,正常-normal
抱歉鸚鵡那段是我幹話了�其實還是噴藥才有效哈哈,正常-normal
感覺就先拐約砲 在說的,正常-normal
如果我睡你旁邊,正常-normal
好哦～下次我就叫上你～～��,正常-normal
我身邊的朋友形形色色,正常-normal
你那是無碼了,正常-normal
"嗯嗯
洗澡洗好了",正常-normal
還有一個是逼我理財（算是好事？,正常-normal
超累我要回去洗澡了,正常-normal
妳也喜歡穿丁字褲？,正常-normal
還沒下班怎麼洗澡,正常-normal
去洗澡？����,正常-normal
基本上你喜歡都行,正常-normal
哦 滿正常啊，我還以為是那種只有一雙白皙美腿那種�,正常-normal
抱歉 剛到家就去洗澡所以沒有會回�,正常-normal
這樣也是算有時間洗澡小睡一下哈哈,正常-normal
在裝口愛咩,正常-normal
笑死今天幹話特別多,正常-normal
應該是要約砲的,正常-normal
我不敢按摩,正常-normal
我不需要砲友欸,正常-normal
按摩師是什麼意思哈哈哈,正常-normal
我怎麼感覺妳搞不好比妳砲友有錢,正常-normal
那妳按摩技術一定很好,正常-normal
下班就算很累都不會睡 頂多小睡20分鐘會逼自己起床,正常-normal
小仔是已婚朋友還是未婚？,正常-normal
流浪狗之家 滿有意義的�,正常-normal
因為我敢說我不是來約砲的,正常-normal
去金門前也有睡過高雄營區 難受,正常-normal
處女座就是 看個性聊天的,正常-normal
這樣會瘦到胸部,正常-normal
很需要按摩ㄋ,正常-normal
就講一些沒禮貌幹話啊！還看距離ㄧ直問妳 是不是在哪！,正常-normal
我也是 我連洗澡 用工作 都要聽音樂,正常-normal
不過他那時候約砲我原諒他,正常-normal
誰准你去洗澡,正常-normal
自己幫他們洗澡嗎,正常-normal
牛逼大學生,正常-normal
乾媽不去,正常-normal
你自己說你會按摩！,正常-normal
那你快回去洗澡啊,正常-normal
好吧真的需要按摩,正常-normal
我先洗澡等等電話聊嗎,正常-normal
因為我想說叫乾媽,正常-normal
蛤～這樣我要忍住不要太常噴幹話欸,正常-normal
準備去洗澡為抹不可以傳訊息�,正常-normal
你在按摩,正常-normal
但是你要回你家洗澡XD,正常-normal
逼自己睡覺！！�,正常-normal
我先去洗澡，待會聊,正常-normal
社交牛逼ㄓㄥˋ�,正常-normal
是有一咪咪不太健康,正常-normal
妳也喜歡去按摩？,正常-normal
不怕睡過站ㄛ,正常-normal
要洗澡就會一直蛇,正常-normal
我已經吃飽飯 等洗澡就完美下班了,正常-normal
我不會特別聊色,正常-normal
"我剛忙完
先去洗澡喔！



最近天氣早晚溫差大出門記得攜帶外套喔",正常-normal
因為睡你家我明天就可以比較晚起床,正常-normal
都在講幹話�,正常-normal
看怎麼啦你這樣有構成性騷擾的嫌疑喔,正常-normal
"洗澡前、會做一下運動後、
才去洗澡、呵呵~
洗澡結束了...",正常-normal
我先去洗澡喔喔喔晚安,正常-normal
很多長得好看的都是想約砲,正常-normal
女生要擔心約砲啦 詐騙 這些,正常-normal
哈哈當然是跟異性聊較有趣 同性誰要聊阿,正常-normal
等等來洗澡,正常-normal
妳有沒有睡過頭呀！,正常-normal
我剛剛洗澡想到的,正常-normal
快去洗澡�,正常-normal
我剛到家，先洗澡去了,正常-normal
我想刺藝妓,正常-normal
一直逼我傳做什麼,正常-normal
所以就留下陰影了？,正常-normal
你的洗澡應該不會是洗一年多的那種吧^_^,正常-normal
還好啦 我正要去洗澡,正常-normal
胸部是我最弱的部份耶,正常-normal
我還說想要你幫我按摩！,正常-normal
形形色色喔 我也不知道欸,正常-normal
其實也還好欸 只是我們都有設鬧鐘 結果兩個一起睡過頭哈哈哈,正常-normal
我把你敲暈丟床上你都忘記了,正常-normal
但每次見面都約打砲 會不會也是蠻沒fu的,正常-normal
找乾媽,正常-normal
好啦你快洗澡啦,正常-normal
我以為是純按摩的啊,正常-normal
可可愛愛沒煩惱,正常-normal
別洗澡了,正常-normal
砲友這東西 沒感情為麼可以打砲我也不懂,正常-normal
回家吃飯洗澡躺床,正常-normal
�‍� 現在都讓我害怕婚姻 而且很多已婚人士不斷在我提醒我能不結婚就不要結婚～婚姻是墳墓不是妳想像中的這麼美好！,正常-normal
好啦，幹話少說點,正常-normal
我要先睡了哦！先說晚安��明天聊�✌�妳回到家後也快快去洗澡然後早點睡吧,正常-normal
我就把自己的肝臟養好，身體其他器官就能更好運作，自然就瘦下來了,正常-normal
只有小朋友願意聽你講幹話,正常-normal
因為妳說妳是按摩業的啊！,正常-normal
哈哈肉體導向,正常-normal
啊不然我要去洗澡餒,正常-normal
我好久沒有按摩了,正常-normal
我覺得越沒有目的性女生會覺得你跟其他網友不一樣,正常-normal
那個不是都約砲的嗎,正常-normal
不是對我逼婚,正常-normal
昨天有去按摩～～,正常-normal
剛剛在按摩,正常-normal
是要逼自己����,正常-normal
工作辛苦去按摩一下,正常-normal
所以認識久了 送個湯給一個月經來的女生 就可以 然後不會被誤會說是去打砲的,正常-normal
邊看片邊吃東西,正常-normal
只是覺得或許我們都對不上妳會不會有其他念頭而已,正常-normal
晚上你下班後,正常-normal
有胸墊,正常-normal
被逼的�,正常-normal
哈哈要洗澡,正常-normal
啊我要先去洗澡餒,正常-normal
對唷 比不上你的眼睛,正常-normal
我要去洗澡了啦,正常-normal
你好呀美腿媽媽,正常-normal
我真的玩交軟體沒有一次是以約炮為目的來約女生出來,正常-normal
就很明顯只想打砲吧,正常-normal
第二個問題你要學習跟異性聊天ㄚ,正常-normal
好 你趕緊去洗澡了呀,正常-normal
我還沒洗澡哈哈,正常-normal
我知道 我沒有再約砲,正常-normal
來看片,正常-normal
因為我準備要先洗澡啦,正常-normal
已婚不會上來囉,正常-normal
"就提的時候大概就知道
妳會不會需要我稍微逼妳一下這樣",正常-normal
啊不是要洗澡,正常-normal
趕快洗澡用一用,正常-normal
讓你早點洗澡，等等才可以早點休息 不然明天妳肯定會累趴的呀 �����,正常-normal
差不多啊，你不是要去洗澡嗎？,正常-normal
然後你還要幫我按摩,正常-normal
幹你是水瓶座喔,正常-normal
"平安到家～
結束四天連假工作�

明天可以輕鬆過
但要動腦 加油

坐著會發呆一下，慢慢進入動腦
還是習慣妳這樣

突然去咖啡店做這麼多天我也覺得有些不慣

你哪裡覺得不習慣，你說說

就感覺妳就做按摩店這份認識妳 然後妳的上下班時間都平凡的這樣過，突然轉過去咖啡店，會覺得好像換了一個時間

不喜歡週末太空，也不想一直待在家裡，所以才去打工！！

妳媽有說過妳在家待不住嗎

其實家裡有小孩，我怕吵
又覺得待在家心情會越來越煩悶
都會喜歡一個人去晃晃逛逛
妳也知道只要出去晃都會忍不住花錢的

對但有以前一個同事跟我說過 
玩有兩種一種是省的玩一種是花大錢的玩",正常-normal
我先去洗澡準備睡覺,正常-normal
妳可以買泡腳按摩腳的那個,正常-normal
咪咪已經6公斤了,正常-normal
超好笑 會講幹話的女生很讚啊,正常-normal
嗨 會想找固定床伴嗎,正常-normal
交友軟體約砲不是常態性,正常-normal
而且有時候不能一直修學生的動作，還是要給他訓練，不然學生反而會覺得，來上你的課都沒運動到的感覺,正常-normal
好老公好爸爸好球員,正常-normal
然後回家洗澡舒服的躺平,正常-normal
"抱歉呀
剛剛在洗澡完",正常-normal
我這是剛好趕上你生日嗎哈哈哈,正常-normal
有呀我對目前的女朋友就不色色�,正常-normal
"有瘦 但不要在瘦了這樣剛好 
以前我朋友他姐減肥都8點後不準吃東西

跟你說個秘密

我發現胸部也有縮水��
我不喜歡太大，穿衣服都不好看

自然就好 每個不一樣",正常-normal
你睡你的啊,正常-normal
我睡過去了,正常-normal
可能沒有大胸部的吧,正常-normal
而且你都覺得他只想打炮了 還想跟人家認真,正常-normal
我要去按摩30分鐘一下,正常-normal
但我沒打算找砲友,正常-normal
然後去洗澡,正常-normal
我先洗澡唷,正常-normal
我先去洗澡～好了跟妳說,正常-normal
快被逼死,正常-normal
去洗澡沒,正常-normal
而且女生遇到約砲比較多,正常-normal
哇 今天玩很嗨喔 這麼晚才洗澡,正常-normal
已經不色色 遠離紅塵？,正常-normal
洗澡可以傳訊息,正常-normal
我準備洗澡了無法聊哈哈哈,正常-normal
難不成我要一直忍受另一半約砲偷吃喝酒喝到不回家？,正常-normal
洗澡後，看小說，睡覺,正常-normal
當然如果可以睡你那一晚我隔天就直接上班囉,正常-normal
不是愛愛運動啦�,正常-normal
他們按摩好像也很有名,正常-normal
約砲的也很多吧,正常-normal
小母狗不要�,正常-normal
也是逼自己出門,正常-normal
我以為你洗澡洗一個半小時,正常-normal
我不約炮的,正常-normal
就是你好像很care我說找你按摩哈哈,正常-normal
他不會幫你按按摩之類的嗎,正常-normal
我前天還遇到一個女生 找約砲的-.-,正常-normal
你是她乾媽嗎哈哈哈,正常-normal
不然我去洗澡,正常-normal
你是唯一一個正經不聊色的人,正常-normal
下禮拜六日你有事嗎,正常-normal
原來是睡過頭,正常-normal
我在跟你講講幹話 你還趁機攻擊我,正常-normal
"對洗澡完去
我也會分西給他聽",正常-normal
我沒有丁字褲,正常-normal
我有學長跑去做雞蛋糕,正常-normal
60天養肝計畫，肝臟變好了，身體的其他器官就會更好運作，自然就瘦下來了,正常-normal
放假日你呢,正常-normal
所以我之前都會週末去五股動物之家幫忙遛流浪狗狗,正常-normal
因為我那時候想說這個軟體應該很純啊 不會有色色的,正常-normal
真的很幹話,正常-normal
教練全都是約砲的,正常-normal
我也遇過滑到包皮反折,正常-normal
我先洗澡，明天再聊,正常-normal
她身體很不好 顏面神經失調 半張臉不會動 甲狀腺亢進 手韌帶骨頭開刀三次 心悸 子宮剝落,正常-normal
啊我不喜歡看片啊,正常-normal
看你自介是芳療師？採耳、按摩的那種嗎？,正常-normal
"14點
然後就回家洗澡睡覺再起床吃晚餐 哈哈哈",正常-normal
應該看不上你�,正常-normal
只有睡過山屋的營地�,正常-normal
怕的是性病吧,正常-normal
按摩是沒差啦,正常-normal
幹你貼圖剛沒跳出來欸,正常-normal
嗯～我不知道為什麼，這幾天常想起那天晚上跟早上你的擁抱跟體溫，今天突然好想見你,正常-normal
對啊 一直逼我吃藥��‍�,正常-normal
那時候還很開心 洗澡 刮鬍子 剪頭髮弄一弄以後就騎車去接她了,正常-normal
幹話很會講,正常-normal
不會，筋膜按摩跟整復不一樣,正常-normal
我相機終於可以不用洗澡了,正常-normal
洗澡嘍～～～～我下班回家就洗嘍,正常-normal
"結果你有叫19買咖喱嗎？

想到妳說的 就說好幫我買也超久沒吃
但要選掉討厭的 哈

跟他說醬不要紅蘿蔔跟馬鈴薯
但是很好吃欸，挑食

上次主家請我吃香菇飯我說不要硬叫我留下來吃我不敢吃香菇
主家說這樣我永遠都缺少一個食物 回來後有多吃幾次

所以還是敢吃香菇囉！�
不喜歡可以直接講沒關係，有些人會對香菇過敏的

有阿 那個在當書法老師
逼我吃 講了很多道理",正常-normal
之前晨勃小木偶系列差點就買了,正常-normal
我不會逼妳當下一定要回答,正常-normal
嗯嗯愛愛長長久久喔,正常-normal
一起講幹話,正常-normal
你真的幹話很多,正常-normal
不太喜歡在外面洗澡,正常-normal
但幹話也是一堆,正常-normal
這裡也不全然是找砲友的吧,正常-normal
辛苦 工作完要放鬆 按摩一下,正常-normal
洗澡好囉,正常-normal
雙十晚上你會想去看煙火嗎,正常-normal
就一咪咪,正常-normal
怎麼這麼晚才洗澡呢,正常-normal
如果你就是想約砲 就別找我了吧,正常-normal
這禮拜六晚上妳可嘛�‍�,正常-normal
調酒師！還是陪聊天得,正常-normal
先來去洗澡囉~,正常-normal
今晚的床伴,正常-normal
"你會有認識禮儀化妝師嗎

有
我團保也掛禮儀化粧師 哈哈

為什麼會掛禮儀化妝師 

禮儀化妝師 你有跟他們聊天過嗎

她們話很多

但禮儀有分
一般換衣服簡單清洗
和車禍裂傷的，洗澡全身按摩的，三種不一樣",正常-normal
我是說女生常會遇到約砲吧,正常-normal
本來只是單純的搭訕幹話而已,正常-normal
我等等洗澡完跟妳講今天去打工的事情,正常-normal
"有些時候我也是
你逼我我就反感",正常-normal
你還沒去洗澡喔,正常-normal
我先洗澡去，今天很忙好累,正常-normal
我如果跟你交往不跟你做愛 你會接受嗎,正常-normal
而且洗澡也是要站在裡面洗澡,正常-normal
最喜歡洗澡跟睡覺了,正常-normal
給我加我加完去洗澡,正常-normal
最常去按摩哈哈,正常-normal
我愛洗澡皮膚好好,正常-normal
遇到很多約砲欸,正常-normal
感覺跟男生的幹話對決完全不一樣,正常-normal
我準備要去洗澡,正常-normal
我沒有 我單身也沒約砲,正常-normal
不逼迫你,正常-normal
"他們照片就是很裸露，然後一直狂問
睡不著嗎",正常-normal
我也需要去按摩�,正常-normal
印象最深刻的一次 是他說 要幫我按摩 結果…�,正常-normal
沒幫妳按摩到,正常-normal
那…可以洗澡。 �,正常-normal
哎呦小孩子總是喜歡吃奶嘴,正常-normal
好啦等我我洗澡,正常-normal
誒幹 說到餵奶 我很小很小的時候跟我媽午睡 好像兩三歲吧,正常-normal
差不多要餵奶�了,正常-normal
我今天跟朋友去大直腳底按摩，朋友被按的臉部猙獰邊亂叫哈哈哈��,正常-normal
我在當按摩學徒,正常-normal
感覺這個交友軟體 男生是不是80%都是想約砲的啊？,正常-normal
好啦我知道我配不上你,正常-normal
我今天8.上到晚上10. 回來洗澡剛去超商買飯回來 ...,正常-normal
乾媽也是狠人但下手比較不會那麼狠,正常-normal
好啊如果我逼迫你那都不要懲罰啊,正常-normal
免得說我逼迫你穿,正常-normal
要借我浴室洗澡嗎,正常-normal
連砲友都不算,正常-normal
不過我要先洗澡,正常-normal
ㄜ不知道反正我是要先去洗澡,正常-normal
只有按摩,正常-normal
睡過頭是怎,正常-normal
哦哦我是指去按摩會不會約朋友去��,正常-normal
"先洗澡�

好",正常-normal
這樣就可以洗澡了,正常-normal
這邊也不方便聊色吧,正常-normal
也被流浪狗追著跑,正常-normal
好想去按摩,正常-normal
想被按摩,正常-normal
台中出生。台北市長大,正常-normal
也被朋友逼迫下載的�,正常-normal
我也不是詐騙約砲 但能不能找到另一半 我沒有抱太大的期待 說實話,正常-normal
我穿那樣被偷瞄是因為有人好色,正常-normal
"wannasleep跟嘎米逼有出新歌
你有聽過了嗎",正常-normal
怎麼揪個洗澡嗎,正常-normal
你也沒洗澡嗎,正常-normal
反正就是講幹話 會說漂亮要多塞一點小費給她,正常-normal
聽我洗澡,正常-normal
我只是覺得他很口愛,正常-normal
本來就很口愛,正常-normal
他們喝不下了散會洗澡睡覺,正常-normal
現在這種軟體都變約砲軟體了,正常-normal
所以回台灣我大兒子很怕去住他乾爸乾媽家,正常-normal
你很難找到一個很認真幹話又很認真跟你講這種真誠話ㄉ人了吧,正常-normal
還被逼上班,正常-normal
不洗澡,正常-normal
然後基本上洗澡完應該睡死,正常-normal
臉部肌膚保養跟身體按摩,正常-normal
改天要去！帶上你一個,正常-normal
我覺得應該是她很愛打砲,正常-normal
去洗澡了,正常-normal
那是他們有些都傳一些幹話,正常-normal
小說的還有胸肌,正常-normal
我家老公只有肉體,正常-normal
那你帶我去按摩算了,正常-normal
工作是按摩師,正常-normal
嗚我剛剛幫寶寶洗澡 沒抓好 他撞到鼻子 流鼻血QQ,正常-normal
你有去過越式按摩嗎 最近很流行的,正常-normal
很多會去嫖妓？,正常-normal
睡過頭的時候可以用 出去玩的時候可以用,正常-normal
倒是約砲ㄉ很多啦,正常-normal
睡過就不是了�,正常-normal
近年變得很多約砲跟詐騙,正常-normal
為什麼那麼口愛,正常-normal
我還以為我一臉欠包養,正常-normal
我喜歡一起洗澡,正常-normal
反正我也沒打算做愛婚,正常-normal
只是怕我睡過頭,正常-normal
在陪聊呀�,正常-normal
妳的胸部很大了！別練了,正常-normal
上段感情就是被逼婚逼到分手,正常-normal
知道了 以後起床也叫上你,正常-normal
不能洗澡喔,正常-normal
風景很美腿很長這樣可以嗎,正常-normal
我們一起練 我好好調教他一番,正常-normal
我先 洗澡好了,正常-normal
手機都在竊聽跟偷窺�,正常-normal
我在吃老本。完蛋蛋了。哈哈哈,正常-normal
我今天睡過頭...,正常-normal
你不要跟我說你有胸肌喔,正常-normal
沒關係等你有幫他洗澡的時候,正常-normal
我說習慣到家就洗澡一樣,正常-normal
要這樣逼自己？,正常-normal
你要逼我是吧哈哈,正常-normal
準備洗澡了 你呢,正常-normal
然後洗澡出來整個很舒服,正常-normal
今天你生日你最大,正常-normal
是你沒有這麼睡過,正常-normal
我哪有不洗澡！,正常-normal
那是流浪狗撿來的,正常-normal
��我們不要聊色了,正常-normal
我先洗澡去了,正常-normal
我也要去找盲人按摩舒壓一下,正常-normal
我才害怕被偷窺�,正常-normal
外送茶,正常-normal
因為沒洗澡不能上床�,正常-normal
是不是還沒洗澡！,正常-normal
準備洗澡而已,正常-normal
去哪按摩呢,正常-normal
我要起來洗澡了,正常-normal
有時候幹話很多，但看情況，不想聊的我也懶得講,正常-normal
以今在休息了，等一下來去洗澡,正常-normal
沒有餵奶,正常-normal
很多都是房事不合離的,正常-normal
可能詐騙或是約炮多吧,正常-normal
讓我起床去洗澡,正常-normal
結果去按摩腳的時候,正常-normal
我今天在台中出差一週,正常-normal
大哥…我先去洗澡喔⋯,正常-normal
你幫我按摩她會吃醋,正常-normal
不喜歡會追酒逼酒或喝醉的人,正常-normal
還好我都不追蹤大奶妹,正常-normal
我剛下班，先洗澡了,正常-normal
剛回家要洗澡啦,正常-normal
等等準備洗澡上班,正常-normal
休息一下等一下去洗澡,正常-normal
是該逼自己運動一下了,正常-normal
不要逼我了,正常-normal
一個可以好好調教你的主人,正常-normal
